_prepare,_run,aff_lum,align,background,blockNr,block_total,cal_beep,cal_target_size,canvas_backend,cat,catch,catch_trial,column_order,comp,compensation,content,coordinates,correct_garage,correct_garage_label,correct_kitchen,correct_kitchen_label,correct_response,count_CoG_dictionary,count_Description,count_block_loop,count_block_sequence,count_determine_CoG,count_display_fixation_and_stimulus,count_experiment,count_experimental_loop,count_extra_log_vars,count_eyelink_calibrate,count_get_block_properties,count_get_trial_properties,count_global_functions,count_global_variables,count_goodbye,count_logger,count_reset_feedback,count_suppress_warnings,count_trial_sequence,cutoff,cycles,description,dev_for_warning,duration,feedback_dur,fix_lost,font_bold,font_family,font_italic,font_size,force_drift_correct,foreground,gap,handle_side,height,item,jitter,keyboard_backend,label1,label2,language,large_fix_col,large_fix_size,letter,mask_side,max_dev_fix,max_dev_object,max_samples,maxchar,min_samples_fix,min_samples_object,mouse_backend,note,nr_catch,object,offset,order,overall_rep,pict,practice,rep,repeat,repeat_cycle,response,response1,response2,response_goodbye,response_hand,response_time,response_time_goodbye,sacc_acc_thresh,sacc_vel_thresh,sampler_backend,scale,scale_stim,scaled_height,scaled_width,skip,start,subject_nr,subject_parity,symm,synth_backend,time_CoG_dictionary,time_Description,time_block_loop,time_block_sequence,time_determine_CoG,time_display_fixation_and_stimulus,time_experiment,time_experimental_loop,time_extra_log_vars,time_eyelink_calibrate,time_get_block_properties,time_get_trial_properties,time_global_functions,time_global_variables,time_goodbye,time_logger,time_reset_feedback,time_suppress_warnings,time_trial_sequence,timeout_dur,title,tracker_attached,trials_per_block,visual_field,width,xCoG,x_stim_corr,y_cen,y_fix,y_fix_normal,y_stim,y_stim_degrees,corrDirection,endX1,endY1,endX1Norm,endY1Norm,endX1NormToHandle,saccLat1,endX2,endY2,endX2Norm,endY2Norm,endX2NormToHandle,saccLat2,endX3,endY3,endX3Norm,endY3Norm,endX3NormToHandle,saccLat3,file,accuracy,contrast_side,driftCorr,exp,heavySide
NA,NA,control,NA,white,1.0,6.0,NA,NA,psycho,kitchen,no,no,NA,compatible,0.0,NA,relative,2.0,bouton 2,1.0,bouton 1,1.0,0.0,0.0,0.0,0.0,43.0,43.0,0.0,0.0,43.0,0.0,0.0,43.0,0.0,0.0,0.0,43.0,0.0,0.0,43.0,85.0,NA,Logs experimental data,150.0,NA,0.0,no,no,mono,no,18.0,NA,black,zero,left,768.0,NA,447.896050611,psycho,bouton 1,bouton 2,French,black,32.0,C,control,25.0,50.0,4000.0,NA,50.0,50.0,psycho,NA,8.0,knife,NA,NA,3.0,asymm_kitchen_knife,no,3.0,NA,0.0,NA,1.0,2.0,NA,left,NA,NA,NA,NA,legacy,3.0,yes,180.0,240.0,NA,experiment,0.0,even,asymm,legacy,NA,NA,NA,NA,NA,NA,NA,NA,NA,2124.33695793,NA,NA,NA,NA,NA,NA,NA,NA,NA,2500.0,Orientation effect,NA,108.0,upper,1024.0,-1.8152410452,1.8152410452,384.0,0.0,384.0,211.0,6.0,correction awayHandle,-70.0,-210.0,-0.396975425331,-9.84375,0.396975425331,93.0,63.0,-210.0,0.357277882798,-9.84375,-0.357277882798,183.4,3.0,-211.0,0.0170132325142,-9.890625,-0.0170132325142,515.7,simulation,1.0,control,True,004C,left__
NA,NA,control,NA,white,1.0,6.0,NA,NA,psycho,garage,no,no,NA,incompatible,0.0,NA,relative,2.0,bouton 2,1.0,bouton 1,2.0,0.0,0.0,0.0,0.0,45.0,45.0,0.0,0.0,45.0,0.0,0.0,45.0,0.0,0.0,0.0,45.0,0.0,0.0,45.0,85.0,NA,Logs experimental data,150.0,NA,0.0,no,no,mono,no,18.0,NA,black,overlap,left,768.0,NA,379.187982631,psycho,bouton 1,bouton 2,French,black,32.0,C,control,25.0,50.0,4000.0,NA,50.0,50.0,psycho,NA,8.0,wrench,NA,NA,3.0,asymm_garage_wrench,no,3.0,NA,0.0,NA,1.0,2.0,NA,right,NA,NA,NA,NA,legacy,3.0,yes,180.0,240.0,NA,experiment,0.0,even,asymm,legacy,NA,NA,NA,NA,NA,NA,NA,NA,NA,2124.33695793,NA,NA,NA,NA,NA,NA,NA,NA,NA,2500.0,Orientation effect,NA,108.0,upper,1024.0,21.1258078553,-21.1258078553,384.0,0.0,384.0,193.0,5.0,correction awayHandle,25.0,-195.0,0.142045454545,-6.09375,-0.142045454545,189.5,-66.0,-187.0,-0.375,-5.84375,0.375,267.4,-15.0,-192.0,-0.0852272727273,-6.0,0.0852272727273,2777.8,simulation,1.0,control,True,004C,right__
NA,NA,control,NA,white,1.0,6.0,NA,NA,psycho,garage,no,no,NA,incompatible,0.0,NA,relative,2.0,bouton 2,1.0,bouton 1,2.0,0.0,0.0,0.0,0.0,49.0,49.0,0.0,0.0,49.0,0.0,0.0,49.0,0.0,0.0,0.0,49.0,0.0,0.0,49.0,85.0,NA,Logs experimental data,150.0,NA,0.0,no,no,mono,no,18.0,NA,black,zero,left,768.0,NA,451.792857411,psycho,bouton 1,bouton 2,French,black,32.0,C,control,25.0,50.0,4000.0,NA,50.0,50.0,psycho,NA,8.0,chisel,NA,NA,2.0,asymm_garage_chisel,no,2.0,NA,0.0,NA,1.0,2.0,NA,right,NA,NA,NA,NA,legacy,3.0,yes,180.0,240.0,NA,experiment,0.0,even,asymm,legacy,NA,NA,NA,NA,NA,NA,NA,NA,NA,2124.33695793,NA,NA,NA,NA,NA,NA,NA,NA,NA,2500.0,Orientation effect,NA,108.0,lower,1024.0,-24.5764355818,24.5764355818,384.0,0.0,384.0,-194.0,-6.0,correction towardsHandle,-32.0,190.0,-0.181818181818,7.91666666667,0.181818181818,89.6,37.0,190.0,0.210227272727,7.91666666667,-0.210227272727,519.9,14.0,192.0,0.0795454545455,8.0,-0.0795454545455,2238.4,simulation,1.0,control,True,004C,left__
NA,NA,control,NA,white,1.0,6.0,NA,NA,psycho,kitchen,no,no,NA,incompatible,0.0,NA,relative,2.0,bouton 2,1.0,bouton 1,1.0,0.0,0.0,0.0,0.0,55.0,55.0,0.0,0.0,55.0,0.0,0.0,55.0,0.0,0.0,0.0,55.0,0.0,0.0,55.0,85.0,NA,Logs experimental data,150.0,NA,0.0,no,no,mono,no,18.0,NA,black,overlap,right,768.0,NA,451.101662153,psycho,bouton 1,bouton 2,French,black,32.0,E,control,25.0,50.0,4000.0,NA,50.0,50.0,psycho,NA,8.0,sharpeningsteel,NA,NA,3.0,asymm_kitchen_sharpeningsteel,no,3.0,NA,0.0,NA,1.0,2.0,NA,left,NA,NA,NA,NA,legacy,3.0,yes,180.0,240.0,NA,experiment,0.0,even,asymm,legacy,NA,NA,NA,NA,NA,NA,NA,NA,NA,2124.33695793,NA,NA,NA,NA,NA,NA,NA,NA,NA,2500.0,Orientation effect,NA,108.0,upper,1024.0,21.7534568235,-21.7534568235,384.0,0.0,384.0,235.0,6.0,correction towardsHandle,-66.0,-241.0,-0.363970588235,-10.0416666667,-0.363970588235,202.2,10.0,-234.0,0.0551470588235,-9.75,0.0551470588235,297.8,-29.0,-229.0,-0.159926470588,-9.54166666667,-0.159926470588,3373.8,simulation,1.0,control,True,004C,right__
NA,NA,control,NA,white,1.0,6.0,NA,NA,psycho,kitchen,no,no,NA,compatible,0.0,NA,relative,2.0,bouton 2,1.0,bouton 1,1.0,0.0,0.0,0.0,0.0,61.0,61.0,0.0,0.0,61.0,0.0,0.0,61.0,0.0,0.0,0.0,61.0,0.0,0.0,61.0,85.0,NA,Logs experimental data,150.0,NA,0.0,no,no,mono,no,18.0,NA,black,zero,left,768.0,NA,436.775872579,psycho,bouton 1,bouton 2,French,black,32.0,C,control,25.0,50.0,4000.0,NA,50.0,50.0,psycho,NA,8.0,washingbrush,NA,NA,4.0,asymm_kitchen_washingbrush,no,4.0,NA,0.0,NA,1.0,2.0,NA,left,NA,NA,NA,NA,legacy,3.0,yes,180.0,240.0,NA,experiment,0.0,even,asymm,legacy,NA,NA,NA,NA,NA,NA,NA,NA,NA,2124.33695793,NA,NA,NA,NA,NA,NA,NA,NA,NA,2500.0,Orientation effect,NA,108.0,lower,1024.0,30.890600737,-30.890600737,384.0,0.0,384.0,-233.0,-7.0,correction awayHandle,26.0,231.0,0.147448015123,5.33076923077,-0.147448015123,91.9,-65.0,229.0,-0.368620037807,5.28461538462,0.368620037807,185.3,-14.0,244.0,-0.0793950850662,5.63076923077,0.0793950850662,1937.5,simulation,1.0,control,True,004C,right__
NA,NA,control,NA,white,1.0,6.0,NA,NA,psycho,kitchen,no,no,NA,incompatible,0.0,NA,relative,2.0,bouton 2,1.0,bouton 1,1.0,0.0,0.0,0.0,0.0,70.0,70.0,0.0,0.0,70.0,0.0,0.0,70.0,0.0,0.0,0.0,70.0,0.0,0.0,70.0,85.0,NA,Logs experimental data,150.0,NA,0.0,no,no,mono,no,18.0,NA,black,overlap,right,768.0,NA,415.614608563,psycho,bouton 1,bouton 2,French,black,32.0,E,control,25.0,50.0,4000.0,NA,50.0,50.0,psycho,NA,8.0,spoon2,NA,NA,4.0,asymm_kitchen_spoon2,no,4.0,NA,0.0,NA,1.0,2.0,NA,left,NA,NA,NA,NA,legacy,3.0,yes,180.0,240.0,NA,experiment,0.0,even,asymm,legacy,NA,NA,NA,NA,NA,NA,NA,NA,NA,2124.33695793,NA,NA,NA,NA,NA,NA,NA,NA,NA,2500.0,Orientation effect,NA,108.0,lower,1024.0,-12.0262630064,12.0262630064,384.0,0.0,384.0,-226.0,-7.0,correction awayHandle,-42.0,223.0,-0.238636363636,5.2265625,-0.238636363636,96.1,52.0,221.0,0.295454545455,5.1796875,0.295454545455,218.9,-3.0,220.0,-0.0170454545455,5.15625,-0.0170454545455,1901.8,simulation,1.0,control,True,004C,left__
NA,NA,control,NA,white,1.0,6.0,NA,NA,psycho,garage,no,no,NA,compatible,0.0,NA,relative,2.0,bouton 2,1.0,bouton 1,2.0,0.0,0.0,0.0,0.0,71.0,71.0,0.0,0.0,71.0,0.0,0.0,71.0,0.0,0.0,0.0,71.0,0.0,0.0,71.0,85.0,NA,Logs experimental data,150.0,NA,0.0,no,no,mono,no,18.0,NA,black,zero,right,768.0,NA,426.74173138,psycho,bouton 1,bouton 2,French,black,32.0,E,control,25.0,50.0,4000.0,NA,50.0,50.0,psycho,NA,8.0,screwdriver,NA,NA,5.0,asymm_garage_screwdriver,no,5.0,NA,0.0,NA,1.0,2.0,NA,right,NA,NA,NA,NA,legacy,3.0,yes,180.0,240.0,NA,experiment,0.0,even,asymm,legacy,NA,NA,NA,NA,NA,NA,NA,NA,NA,2124.33695793,NA,NA,NA,NA,NA,NA,NA,NA,NA,2500.0,Orientation effect,NA,108.0,lower,1024.0,53.8138704136,-53.8138704136,384.0,0.0,384.0,-174.0,-6.0,correction towardsHandle,-5.0,176.0,-0.0283553875236,6.51851851852,-0.0283553875236,89.4,-61.0,175.0,-0.345935727788,6.48148148148,-0.345935727788,500.6,-48.0,182.0,-0.272211720227,6.74074074074,-0.272211720227,2408.4,simulation,1.0,control,True,004C,right__
NA,NA,control,NA,white,1.0,6.0,NA,NA,psycho,kitchen,no,no,NA,compatible,0.0,NA,relative,2.0,bouton 2,1.0,bouton 1,1.0,0.0,0.0,0.0,0.0,74.0,74.0,0.0,0.0,74.0,0.0,0.0,74.0,0.0,0.0,0.0,74.0,0.0,0.0,74.0,85.0,NA,Logs experimental data,150.0,NA,0.0,no,no,mono,no,18.0,NA,black,zero,left,768.0,NA,509.185857748,psycho,bouton 1,bouton 2,French,black,32.0,C,control,25.0,50.0,4000.0,NA,50.0,50.0,psycho,NA,8.0,fork,NA,NA,4.0,asymm_kitchen_fork,no,4.0,NA,0.0,NA,1.0,2.0,NA,left,NA,NA,NA,NA,legacy,3.0,yes,180.0,240.0,NA,experiment,0.0,even,asymm,legacy,NA,NA,NA,NA,NA,NA,NA,NA,NA,2124.33695793,NA,NA,NA,NA,NA,NA,NA,NA,NA,2500.0,Orientation effect,NA,108.0,upper,1024.0,32.1684136693,-32.1684136693,384.0,0.0,384.0,236.0,6.0,correction awayHandle,-115.0,-224.0,-0.614973262032,-6.92783505155,0.614973262032,92.1,17.0,-244.0,0.0909090909091,-7.54639175258,-0.0909090909091,193.2,-46.0,-239.0,-0.245989304813,-7.39175257732,0.245989304813,1307.1,simulation,1.0,control,True,004C,right__
NA,NA,control,NA,white,1.0,6.0,NA,NA,psycho,garage,no,no,NA,compatible,0.0,NA,relative,2.0,bouton 2,1.0,bouton 1,2.0,0.0,0.0,0.0,0.0,77.0,77.0,0.0,0.0,77.0,0.0,0.0,77.0,0.0,0.0,0.0,77.0,0.0,0.0,77.0,85.0,NA,Logs experimental data,150.0,NA,0.0,no,no,mono,no,18.0,NA,black,zero,right,768.0,NA,459.95535599,psycho,bouton 1,bouton 2,French,black,32.0,E,control,25.0,50.0,4000.0,NA,50.0,50.0,psycho,NA,8.0,chisel,NA,NA,4.0,asymm_garage_chisel,no,4.0,NA,0.0,NA,1.0,2.0,NA,right,NA,NA,NA,NA,legacy,3.0,yes,180.0,240.0,NA,experiment,0.0,even,asymm,legacy,NA,NA,NA,NA,NA,NA,NA,NA,NA,2124.33695793,NA,NA,NA,NA,NA,NA,NA,NA,NA,2500.0,Orientation effect,NA,108.0,lower,1024.0,24.5764355818,-24.5764355818,384.0,0.0,384.0,-181.0,-6.0,correction towardsHandle,10.0,174.0,0.0568181818182,7.25,0.0568181818182,89.0,76.0,176.0,0.431818181818,7.33333333333,0.431818181818,976.7,66.0,190.0,0.375,7.91666666667,0.375,2228.7,simulation,1.0,control,True,004C,right__
NA,NA,control,NA,white,1.0,6.0,NA,NA,psycho,garage,no,no,NA,incompatible,0.0,NA,relative,2.0,bouton 2,1.0,bouton 1,2.0,0.0,0.0,0.0,0.0,82.0,82.0,0.0,0.0,82.0,0.0,0.0,82.0,0.0,0.0,0.0,82.0,0.0,0.0,82.0,85.0,NA,Logs experimental data,150.0,NA,0.0,no,no,mono,no,18.0,NA,black,overlap,left,768.0,NA,435.201771348,psycho,bouton 1,bouton 2,French,black,32.0,C,control,25.0,50.0,4000.0,NA,50.0,50.0,psycho,NA,8.0,mallet,NA,NA,5.0,asymm_garage_mallet,no,5.0,NA,0.0,NA,1.0,2.0,NA,right,NA,NA,NA,NA,legacy,3.0,yes,180.0,240.0,NA,experiment,0.0,even,asymm,legacy,NA,NA,NA,NA,NA,NA,NA,NA,NA,2124.33695793,NA,NA,NA,NA,NA,NA,NA,NA,NA,2500.0,Orientation effect,NA,108.0,upper,1024.0,36.4525052012,-36.4525052012,384.0,0.0,384.0,230.0,6.0,correction awayHandle,-5.0,-221.0,-0.030737704918,-3.315,0.030737704918,91.4,-77.0,-228.0,-0.473360655738,-3.42,0.473360655738,257.1,32.0,-236.0,0.196721311475,-3.54,-0.196721311475,2654.7,simulation,1.0,control,True,004C,right__
NA,NA,control,NA,white,1.0,6.0,NA,NA,psycho,garage,no,no,NA,compatible,0.0,NA,relative,2.0,bouton 2,1.0,bouton 1,2.0,0.0,0.0,0.0,0.0,84.0,84.0,0.0,0.0,84.0,0.0,0.0,84.0,0.0,0.0,0.0,84.0,0.0,0.0,84.0,85.0,NA,Logs experimental data,150.0,NA,0.0,no,no,mono,no,18.0,NA,black,overlap,right,768.0,NA,412.017550804,psycho,bouton 1,bouton 2,French,black,32.0,E,control,25.0,50.0,4000.0,NA,50.0,50.0,psycho,NA,8.0,wrench,NA,NA,5.0,asymm_garage_wrench,no,5.0,NA,0.0,NA,1.0,2.0,NA,right,NA,NA,NA,NA,legacy,3.0,yes,180.0,240.0,NA,experiment,0.0,even,asymm,legacy,NA,NA,NA,NA,NA,NA,NA,NA,NA,2124.33695793,NA,NA,NA,NA,NA,NA,NA,NA,NA,2500.0,Orientation effect,NA,108.0,lower,1024.0,-21.1258078553,21.1258078553,384.0,0.0,384.0,-173.0,-6.0,correction awayHandle,71.0,178.0,0.403409090909,5.5625,0.403409090909,191.9,-26.0,179.0,-0.147727272727,5.59375,-0.147727272727,268.1,14.0,172.0,0.0795454545455,5.375,0.0795454545455,2817.8,simulation,1.0,control,True,004C,left__
NA,NA,control,NA,white,1.0,6.0,NA,NA,psycho,kitchen,no,no,NA,incompatible,0.0,NA,relative,2.0,bouton 2,1.0,bouton 1,1.0,0.0,0.0,0.0,0.0,85.0,85.0,0.0,0.0,85.0,0.0,0.0,85.0,0.0,0.0,0.0,85.0,0.0,0.0,85.0,85.0,NA,Logs experimental data,150.0,NA,0.0,no,no,mono,no,18.0,NA,black,overlap,right,768.0,NA,421.374789905,psycho,bouton 1,bouton 2,French,black,32.0,E,control,25.0,50.0,4000.0,NA,50.0,50.0,psycho,NA,8.0,knife,NA,NA,5.0,asymm_kitchen_knife,no,5.0,NA,0.0,NA,1.0,2.0,NA,left,NA,NA,NA,NA,legacy,3.0,yes,180.0,240.0,NA,experiment,0.0,even,asymm,legacy,NA,NA,NA,NA,NA,NA,NA,NA,NA,2124.33695793,NA,NA,NA,NA,NA,NA,NA,NA,NA,2500.0,Orientation effect,NA,108.0,upper,1024.0,1.8152410452,-1.8152410452,384.0,0.0,384.0,211.0,6.0,correction awayHandle,62.0,-208.0,0.351606805293,-9.75,0.351606805293,224.3,38.0,-208.0,0.21550094518,-9.75,0.21550094518,4190.6,,,,,,,simulation,1.0,control,True,004C,right__
NA,NA,control,NA,white,1.0,6.0,NA,NA,psycho,garage,no,no,NA,incompatible,0.0,NA,relative,2.0,bouton 2,1.0,bouton 1,2.0,0.0,0.0,0.0,0.0,88.0,88.0,0.0,0.0,88.0,0.0,0.0,88.0,0.0,0.0,0.0,88.0,0.0,0.0,88.0,85.0,NA,Logs experimental data,150.0,NA,0.0,no,no,mono,no,18.0,NA,black,zero,left,768.0,NA,556.040959411,psycho,bouton 1,bouton 2,French,black,32.0,C,control,25.0,50.0,4000.0,NA,50.0,50.0,psycho,NA,8.0,chisel2,NA,NA,5.0,asymm_garage_chisel2,no,5.0,NA,0.0,NA,1.0,2.0,NA,right,NA,NA,NA,NA,legacy,3.0,yes,180.0,240.0,NA,experiment,0.0,even,asymm,legacy,NA,NA,NA,NA,NA,NA,NA,NA,NA,2124.33695793,NA,NA,NA,NA,NA,NA,NA,NA,NA,2500.0,Orientation effect,NA,108.0,upper,1024.0,-1.2057513206,1.2057513206,384.0,0.0,384.0,213.0,6.0,correction awayHandle,-15.0,-206.0,-0.0865384615385,-7.02272727273,0.0865384615385,91.2,66.0,-213.0,0.380769230769,-7.26136363636,-0.380769230769,154.7,-85.0,-201.0,-0.490384615385,-6.85227272727,0.490384615385,412.0,simulation,1.0,control,True,004C,left__
NA,NA,control,NA,white,2.0,6.0,NA,NA,psycho,kitchen,no,no,NA,incompatible,0.0,NA,relative,2.0,bouton 2,1.0,bouton 1,1.0,0.0,0.0,1.0,1.0,101.0,101.0,0.0,0.0,101.0,0.0,1.0,101.0,0.0,0.0,0.0,101.0,1.0,0.0,101.0,85.0,NA,Logs experimental data,150.0,NA,0.0,no,no,mono,no,18.0,NA,black,overlap,right,768.0,NA,359.922011963,psycho,bouton 1,bouton 2,French,black,32.0,C,control,25.0,50.0,4000.0,NA,50.0,50.0,psycho,NA,8.0,knife,NA,NA,6.0,asymm_kitchen_knife,no,1.0,NA,0.0,NA,1.0,2.0,NA,left,NA,NA,NA,NA,legacy,3.0,yes,180.0,240.0,NA,experiment,0.0,even,asymm,legacy,NA,NA,NA,NA,NA,NA,NA,NA,NA,2124.33695793,NA,NA,NA,NA,NA,NA,NA,NA,NA,2500.0,Orientation effect,NA,108.0,lower,1024.0,1.8152410452,-1.8152410452,384.0,0.0,384.0,-222.0,-7.0,correction awayHandle,59.0,231.0,0.334593572779,10.828125,0.334593572779,229.4,,,,,,,,,,,,,simulation,1.0,control,True,004C,right__
NA,NA,control,NA,white,2.0,6.0,NA,NA,psycho,garage,no,no,NA,compatible,0.0,NA,relative,2.0,bouton 2,1.0,bouton 1,2.0,0.0,0.0,1.0,1.0,102.0,102.0,0.0,0.0,102.0,0.0,1.0,102.0,0.0,0.0,0.0,102.0,1.0,0.0,102.0,85.0,NA,Logs experimental data,150.0,NA,0.0,no,no,mono,no,18.0,NA,black,overlap,right,768.0,NA,378.68231713,psycho,bouton 1,bouton 2,French,black,32.0,C,control,25.0,50.0,4000.0,NA,50.0,50.0,psycho,NA,8.0,chisel,NA,NA,6.0,asymm_garage_chisel,no,1.0,NA,0.0,NA,1.0,2.0,NA,right,NA,NA,NA,NA,legacy,3.0,yes,180.0,240.0,NA,experiment,0.0,even,asymm,legacy,NA,NA,NA,NA,NA,NA,NA,NA,NA,2124.33695793,NA,NA,NA,NA,NA,NA,NA,NA,NA,2500.0,Orientation effect,NA,108.0,upper,1024.0,24.5764355818,-24.5764355818,384.0,0.0,384.0,211.0,6.0,correction towardsHandle,22.0,-207.0,0.125,-8.625,0.125,151.9,41.0,-210.0,0.232954545455,-8.75,0.232954545455,3389.3,,,,,,,simulation,1.0,control,True,004C,right__
NA,NA,control,NA,white,2.0,6.0,NA,NA,psycho,kitchen,no,no,NA,compatible,0.0,NA,relative,2.0,bouton 2,1.0,bouton 1,1.0,0.0,0.0,1.0,1.0,105.0,105.0,0.0,0.0,105.0,0.0,1.0,105.0,0.0,0.0,0.0,105.0,1.0,0.0,105.0,85.0,NA,Logs experimental data,150.0,NA,0.0,no,no,mono,no,18.0,NA,black,zero,left,768.0,NA,376.504766232,psycho,bouton 1,bouton 2,French,black,32.0,A,control,25.0,50.0,4000.0,NA,50.0,50.0,psycho,NA,8.0,peeler,NA,NA,6.0,asymm_kitchen_peeler,no,1.0,NA,0.0,NA,1.0,2.0,NA,left,NA,NA,NA,NA,legacy,3.0,yes,180.0,240.0,NA,experiment,0.0,even,asymm,legacy,NA,NA,NA,NA,NA,NA,NA,NA,NA,2124.33695793,NA,NA,NA,NA,NA,NA,NA,NA,NA,2500.0,Orientation effect,NA,108.0,lower,1024.0,0.7641027481,-0.7641027481,384.0,0.0,384.0,-231.0,-7.0,correction awayHandle,-48.0,227.0,-0.331797235023,10.3181818182,0.331797235023,91.1,33.0,226.0,0.228110599078,10.2727272727,-0.228110599078,190.4,6.0,262.0,0.0414746543779,11.9090909091,-0.0414746543779,2144.9,simulation,1.0,control,True,004C,right__
NA,NA,control,NA,white,2.0,6.0,NA,NA,psycho,kitchen,no,no,NA,compatible,0.0,NA,relative,2.0,bouton 2,1.0,bouton 1,1.0,0.0,0.0,1.0,1.0,106.0,106.0,0.0,0.0,106.0,0.0,1.0,106.0,0.0,0.0,0.0,106.0,1.0,0.0,106.0,85.0,NA,Logs experimental data,150.0,NA,0.0,no,no,mono,no,18.0,NA,black,overlap,left,768.0,NA,485.581139896,psycho,bouton 1,bouton 2,French,black,32.0,A,control,25.0,50.0,4000.0,NA,50.0,50.0,psycho,NA,8.0,fork,NA,NA,6.0,asymm_kitchen_fork,no,1.0,NA,0.0,NA,1.0,2.0,NA,left,NA,NA,NA,NA,legacy,3.0,yes,180.0,240.0,NA,experiment,0.0,even,asymm,legacy,NA,NA,NA,NA,NA,NA,NA,NA,NA,2124.33695793,NA,NA,NA,NA,NA,NA,NA,NA,NA,2500.0,Orientation effect,NA,108.0,lower,1024.0,32.1684136693,-32.1684136693,384.0,0.0,384.0,-178.0,-6.0,correction awayHandle,-99.0,183.0,-0.529411764706,5.65979381443,0.529411764706,185.6,15.0,172.0,0.0802139037433,5.31958762887,-0.0802139037433,410.5,,,,,,,simulation,1.0,control,True,004C,right__
NA,NA,control,NA,white,2.0,6.0,NA,NA,psycho,garage,no,no,NA,incompatible,0.0,NA,relative,2.0,bouton 2,1.0,bouton 1,2.0,0.0,0.0,1.0,1.0,113.0,113.0,0.0,0.0,113.0,0.0,1.0,113.0,0.0,0.0,0.0,113.0,1.0,0.0,113.0,85.0,NA,Logs experimental data,150.0,NA,0.0,no,no,mono,no,18.0,NA,black,zero,left,768.0,NA,323.344666484,psycho,bouton 1,bouton 2,French,black,32.0,A,control,25.0,50.0,4000.0,NA,50.0,50.0,psycho,NA,8.0,chisel2,NA,NA,7.0,asymm_garage_chisel2,no,2.0,NA,0.0,NA,1.0,2.0,NA,right,NA,NA,NA,NA,legacy,3.0,yes,180.0,240.0,NA,experiment,0.0,even,asymm,legacy,NA,NA,NA,NA,NA,NA,NA,NA,NA,2124.33695793,NA,NA,NA,NA,NA,NA,NA,NA,NA,2500.0,Orientation effect,NA,108.0,upper,1024.0,-1.2057513206,1.2057513206,384.0,0.0,384.0,190.0,5.0,correction awayHandle,-22.0,-188.0,-0.126923076923,-6.40909090909,0.126923076923,91.2,61.0,-191.0,0.351923076923,-6.51136363636,-0.351923076923,152.9,-87.0,-196.0,-0.501923076923,-6.68181818182,0.501923076923,406.9,simulation,1.0,control,True,004C,left__
NA,NA,control,NA,white,2.0,6.0,NA,NA,psycho,garage,no,no,NA,compatible,0.0,NA,relative,2.0,bouton 2,1.0,bouton 1,2.0,0.0,0.0,1.0,1.0,114.0,114.0,0.0,0.0,114.0,0.0,1.0,114.0,0.0,0.0,0.0,114.0,1.0,0.0,114.0,85.0,NA,Logs experimental data,150.0,NA,0.0,no,no,mono,no,18.0,NA,black,overlap,right,768.0,NA,291.601303014,psycho,bouton 1,bouton 2,French,black,32.0,C,control,25.0,50.0,4000.0,NA,50.0,50.0,psycho,NA,8.0,hammer,NA,NA,8.0,asymm_garage_hammer,no,2.0,NA,0.0,NA,1.0,2.0,NA,right,NA,NA,NA,NA,legacy,3.0,yes,180.0,240.0,NA,experiment,0.0,even,asymm,legacy,NA,NA,NA,NA,NA,NA,NA,NA,NA,2124.33695793,NA,NA,NA,NA,NA,NA,NA,NA,NA,2500.0,Orientation effect,NA,108.0,lower,1024.0,-49.2380396484,49.2380396484,384.0,0.0,384.0,-226.0,-7.0,correction awayHandle,1.0,228.0,0.00603621730382,3.54404145078,0.00603621730382,149.8,76.0,220.0,0.458752515091,3.41968911917,0.458752515091,301.0,47.0,224.0,0.28370221328,3.48186528497,0.28370221328,3216.9,simulation,1.0,control,True,004C,left__
NA,NA,control,NA,white,2.0,6.0,NA,NA,psycho,garage,no,no,NA,incompatible,0.0,NA,relative,2.0,bouton 2,1.0,bouton 1,2.0,0.0,0.0,1.0,1.0,117.0,117.0,0.0,0.0,117.0,0.0,1.0,117.0,0.0,0.0,0.0,117.0,1.0,0.0,117.0,85.0,NA,Logs experimental data,150.0,NA,0.0,no,no,mono,no,18.0,NA,black,overlap,left,768.0,NA,364.010465979,psycho,bouton 1,bouton 2,French,black,32.0,A,control,25.0,50.0,4000.0,NA,50.0,50.0,psycho,NA,8.0,screwdriver,NA,NA,7.0,asymm_garage_screwdriver,no,1.0,NA,0.0,NA,1.0,2.0,NA,right,NA,NA,NA,NA,legacy,3.0,yes,180.0,240.0,NA,experiment,0.0,even,asymm,legacy,NA,NA,NA,NA,NA,NA,NA,NA,NA,2124.33695793,NA,NA,NA,NA,NA,NA,NA,NA,NA,2500.0,Orientation effect,NA,108.0,lower,1024.0,-53.8138704136,53.8138704136,384.0,0.0,384.0,-238.0,-7.0,correction towardsHandle,5.0,233.0,0.0283553875236,8.62962962963,-0.0283553875236,208.8,64.0,237.0,0.362948960302,8.77777777778,-0.362948960302,1352.2,,,,,,,simulation,1.0,control,True,004C,left__
