_prepare,_run,aff_lum,align,background,blockNr,block_total,cal_beep,cal_target_size,canvas_backend,cat,catch,catch_trial,column_order,comp,compensation,content,coordinates,correct_garage,correct_garage_label,correct_kitchen,correct_kitchen_label,correct_response,count_CoG_dictionary,count_Description,count_block_loop,count_block_sequence,count_determine_CoG,count_display_fixation_and_stimulus,count_experiment,count_experimental_loop,count_extra_log_vars,count_eyelink_calibrate,count_get_block_properties,count_get_trial_properties,count_global_functions,count_global_variables,count_goodbye,count_logger,count_reset_feedback,count_suppress_warnings,count_trial_sequence,cutoff,cycles,description,dev_for_warning,duration,feedback_dur,fix_lost,font_bold,font_family,font_italic,font_size,force_drift_correct,foreground,gap,handle_side,height,item,jitter,keyboard_backend,label1,label2,language,large_fix_col,large_fix_size,letter,mask_side,max_dev_fix,max_dev_object,max_samples,maxchar,min_samples_fix,min_samples_object,mouse_backend,note,nr_catch,object,offset,order,overall_rep,pict,practice,rep,repeat,repeat_cycle,response,response1,response2,response_goodbye,response_hand,response_time,response_time_goodbye,sacc_acc_thresh,sacc_vel_thresh,sampler_backend,scale,scale_stim,scaled_height,scaled_width,skip,start,subject_nr,subject_parity,symm,synth_backend,time_CoG_dictionary,time_Description,time_block_loop,time_block_sequence,time_determine_CoG,time_display_fixation_and_stimulus,time_experiment,time_experimental_loop,time_extra_log_vars,time_eyelink_calibrate,time_get_block_properties,time_get_trial_properties,time_global_functions,time_global_variables,time_goodbye,time_logger,time_reset_feedback,time_suppress_warnings,time_trial_sequence,timeout_dur,title,tracker_attached,trials_per_block,visual_field,width,xCoG,x_stim_corr,y_cen,y_fix,y_fix_normal,y_stim,y_stim_degrees,corrDirection,endX1,endY1,endX1Norm,endY1Norm,endX1NormToHandle,saccLat1,endX2,endY2,endX2Norm,endY2Norm,endX2NormToHandle,saccLat2,endX3,endY3,endX3Norm,endY3Norm,endX3NormToHandle,saccLat3,file,accuracy,contrast_side,driftCorr,exp,heavySide
NA,NA,overlap,NA,white,2.0,6.0,NA,NA,psycho,garage,no,no,NA,compatible,0.0,NA,relative,2.0,bouton 2,1.0,bouton 1,2.0,0.0,0.0,1.0,1.0,133.0,133.0,0.0,0.0,133.0,0.0,1.0,133.0,0.0,0.0,0.0,133.0,1.0,0.0,133.0,85.0,NA,Logs experimental data,150.0,NA,0.0,no,no,mono,no,18.0,NA,black,overlap,right,768.0,NA,406.218924108,psycho,bouton 1,bouton 2,French,black,32.0,E,left,25.0,50.0,4000.0,NA,50.0,50.0,psycho,NA,8.0,chisel,NA,NA,8.0,asymm_garage_chisel,no,3.0,NA,0.0,NA,1.0,2.0,NA,right,NA,NA,NA,NA,legacy,3.0,yes,180.0,240.0,NA,experiment,0.0,even,asymm,legacy,NA,NA,NA,NA,NA,NA,NA,NA,NA,2124.33695793,NA,NA,NA,NA,NA,NA,NA,NA,NA,2500.0,Orientation effect,NA,108.0,lower,1024.0,36.6160641938,-36.6160641938,384.0,0.0,384.0,-221.0,-7.0,correction towardsHandle,10.0,217.0,0.0568181818182,9.04166666667,0.0568181818182,170.3,-16.0,222.0,-0.0909090909091,9.25,-0.0909090909091,4232.5,,,,,,,simulation,1.0,right,True,004C,right__
NA,NA,control,NA,white,2.0,6.0,NA,NA,psycho,kitchen,no,no,NA,incompatible,0.0,NA,relative,2.0,bouton 2,1.0,bouton 1,1.0,0.0,0.0,1.0,1.0,134.0,134.0,0.0,0.0,134.0,0.0,1.0,134.0,0.0,0.0,0.0,134.0,1.0,0.0,134.0,85.0,NA,Logs experimental data,150.0,NA,0.0,no,no,mono,no,18.0,NA,black,zero,right,768.0,NA,434.415020703,psycho,bouton 1,bouton 2,French,black,32.0,C,control,25.0,50.0,4000.0,NA,50.0,50.0,psycho,NA,8.0,peeler,NA,NA,8.0,asymm_kitchen_peeler,no,3.0,NA,0.0,NA,1.0,2.0,NA,left,NA,NA,NA,NA,legacy,3.0,yes,180.0,240.0,NA,experiment,0.0,even,asymm,legacy,NA,NA,NA,NA,NA,NA,NA,NA,NA,2124.33695793,NA,NA,NA,NA,NA,NA,NA,NA,NA,2500.0,Orientation effect,NA,108.0,upper,1024.0,-0.7641027481,0.7641027481,384.0,0.0,384.0,193.0,5.0,correction awayHandle,48.0,-198.0,0.331797235023,-9.0,0.331797235023,90.8,-38.0,-198.0,-0.26267281106,-9.0,-0.26267281106,183.1,0.0,-192.0,0.0,-8.72727272727,0.0,2489.9,simulation,1.0,control,True,004C,left__
NA,NA,opposite,NA,white,2.0,6.0,NA,NA,psycho,garage,no,no,NA,incompatible,0.0,NA,relative,2.0,bouton 2,1.0,bouton 1,2.0,0.0,0.0,1.0,1.0,135.0,135.0,0.0,0.0,135.0,0.0,1.0,135.0,0.0,0.0,0.0,135.0,1.0,0.0,135.0,85.0,NA,Logs experimental data,150.0,NA,0.0,no,no,mono,no,18.0,NA,black,zero,left,768.0,NA,366.075508881,psycho,bouton 1,bouton 2,French,black,32.0,B,left,25.0,50.0,4000.0,NA,50.0,50.0,psycho,NA,8.0,chisel2,NA,NA,8.0,asymm_garage_chisel2,no,3.0,NA,0.0,NA,1.0,2.0,NA,right,NA,NA,NA,NA,legacy,3.0,yes,180.0,240.0,NA,experiment,0.0,even,asymm,legacy,NA,NA,NA,NA,NA,NA,NA,NA,NA,2124.33695793,NA,NA,NA,NA,NA,NA,NA,NA,NA,2500.0,Orientation effect,NA,108.0,upper,1024.0,3.6930493496,-3.6930493496,384.0,0.0,384.0,194.0,5.0,correction awayHandle,55.0,-192.0,0.317307692308,-6.54545454545,-0.317307692308,89.7,-34.0,-196.0,-0.196153846154,-6.68181818182,0.196153846154,203.0,101.0,-198.0,0.582692307692,-6.75,-0.582692307692,2090.6,simulation,1.0,right,True,004C,right__
NA,NA,opposite,NA,white,2.0,6.0,NA,NA,psycho,garage,no,no,NA,incompatible,0.0,NA,relative,2.0,bouton 2,1.0,bouton 1,2.0,0.0,0.0,1.0,1.0,136.0,136.0,0.0,0.0,136.0,0.0,1.0,136.0,0.0,0.0,0.0,136.0,1.0,0.0,136.0,85.0,NA,Logs experimental data,150.0,NA,0.0,no,no,mono,no,18.0,NA,black,zero,left,768.0,NA,401.718299315,psycho,bouton 1,bouton 2,French,black,32.0,B,left,25.0,50.0,4000.0,NA,50.0,50.0,psycho,NA,8.0,paintbrush,NA,NA,8.0,asymm_garage_paintbrush,no,3.0,NA,0.0,NA,1.0,2.0,NA,right,NA,NA,NA,NA,legacy,3.0,yes,180.0,240.0,NA,experiment,0.0,even,asymm,legacy,NA,NA,NA,NA,NA,NA,NA,NA,NA,2124.33695793,NA,NA,NA,NA,NA,NA,NA,NA,NA,2500.0,Orientation effect,NA,108.0,lower,1024.0,34.2252274893,-34.2252274893,384.0,0.0,384.0,-198.0,-6.0,correction awayHandle,10.0,197.0,0.0567107750473,6.09278350515,-0.0567107750473,90.0,-38.0,206.0,-0.21550094518,6.37113402062,0.21550094518,1922.0,57.0,213.0,0.323251417769,6.58762886598,-0.323251417769,2325.9,simulation,1.0,right,True,004C,right__
NA,NA,overlap,NA,white,2.0,6.0,NA,NA,psycho,kitchen,no,no,NA,incompatible,0.0,NA,relative,2.0,bouton 2,1.0,bouton 1,1.0,0.0,0.0,1.0,1.0,137.0,137.0,0.0,0.0,137.0,0.0,1.0,137.0,0.0,0.0,0.0,137.0,1.0,0.0,137.0,85.0,NA,Logs experimental data,150.0,NA,0.0,no,no,mono,no,18.0,NA,black,overlap,right,768.0,NA,365.572467508,psycho,bouton 1,bouton 2,French,black,32.0,E,left,25.0,50.0,4000.0,NA,50.0,50.0,psycho,NA,8.0,knife,NA,NA,8.0,asymm_kitchen_knife,no,3.0,NA,0.0,NA,1.0,2.0,NA,left,NA,NA,NA,NA,legacy,3.0,yes,180.0,240.0,NA,experiment,0.0,even,asymm,legacy,NA,NA,NA,NA,NA,NA,NA,NA,NA,2124.33695793,NA,NA,NA,NA,NA,NA,NA,NA,NA,2500.0,Orientation effect,NA,108.0,upper,1024.0,16.5359119804,-16.5359119804,384.0,0.0,384.0,172.0,5.0,correction awayHandle,55.0,-178.0,0.31190926276,-8.34375,0.31190926276,228.0,,,,,,,,,,,,,simulation,1.0,right,True,004C,right__
NA,NA,control,NA,white,2.0,6.0,NA,NA,psycho,kitchen,no,no,NA,compatible,0.0,NA,relative,2.0,bouton 2,1.0,bouton 1,1.0,0.0,0.0,1.0,1.0,139.0,139.0,0.0,0.0,139.0,0.0,1.0,139.0,0.0,0.0,0.0,139.0,1.0,0.0,139.0,85.0,NA,Logs experimental data,150.0,NA,0.0,no,no,mono,no,18.0,NA,black,zero,left,768.0,NA,419.314276405,psycho,bouton 1,bouton 2,French,black,32.0,A,control,25.0,50.0,4000.0,NA,50.0,50.0,psycho,NA,8.0,spoon,NA,NA,7.0,asymm_kitchen_spoon,no,2.0,NA,0.0,NA,1.0,2.0,NA,left,NA,NA,NA,NA,legacy,3.0,yes,180.0,240.0,NA,experiment,0.0,even,asymm,legacy,NA,NA,NA,NA,NA,NA,NA,NA,NA,2124.33695793,NA,NA,NA,NA,NA,NA,NA,NA,NA,2500.0,Orientation effect,NA,108.0,upper,1024.0,13.4578679943,-13.4578679943,384.0,0.0,384.0,191.0,5.0,correction awayHandle,45.0,-185.0,0.244122965642,-6.85185185185,-0.244122965642,91.6,-76.0,-195.0,-0.412296564195,-7.22222222222,0.412296564195,248.6,-19.0,-192.0,-0.103074141049,-7.11111111111,0.103074141049,1864.8,simulation,1.0,control,True,004C,right__
NA,NA,control,NA,white,2.0,6.0,NA,NA,psycho,kitchen,no,no,NA,compatible,0.0,NA,relative,2.0,bouton 2,1.0,bouton 1,1.0,0.0,0.0,1.0,1.0,140.0,140.0,0.0,0.0,140.0,0.0,1.0,140.0,0.0,0.0,0.0,140.0,1.0,0.0,140.0,85.0,NA,Logs experimental data,150.0,NA,0.0,no,no,mono,no,18.0,NA,black,zero,left,768.0,NA,390.894186527,psycho,bouton 1,bouton 2,French,black,32.0,A,control,25.0,50.0,4000.0,NA,50.0,50.0,psycho,NA,8.0,spoon2,NA,NA,8.0,asymm_kitchen_spoon2,no,3.0,NA,0.0,NA,1.0,2.0,NA,left,NA,NA,NA,NA,legacy,3.0,yes,180.0,240.0,NA,experiment,0.0,even,asymm,legacy,NA,NA,NA,NA,NA,NA,NA,NA,NA,2124.33695793,NA,NA,NA,NA,NA,NA,NA,NA,NA,2500.0,Orientation effect,NA,108.0,lower,1024.0,12.0262630064,-12.0262630064,384.0,0.0,384.0,-198.0,-6.0,correction awayHandle,25.0,198.0,0.142045454545,4.640625,-0.142045454545,91.1,-54.0,215.0,-0.306818181818,5.0390625,0.306818181818,170.3,82.0,206.0,0.465909090909,4.828125,-0.465909090909,1926.2,simulation,1.0,control,True,004C,right__
NA,NA,overlap,NA,white,2.0,6.0,NA,NA,psycho,kitchen,no,no,NA,compatible,0.0,NA,relative,2.0,bouton 2,1.0,bouton 1,1.0,0.0,0.0,1.0,1.0,141.0,141.0,0.0,0.0,141.0,0.0,1.0,141.0,0.0,0.0,0.0,141.0,1.0,0.0,141.0,85.0,NA,Logs experimental data,150.0,NA,0.0,no,no,mono,no,18.0,NA,black,zero,left,768.0,NA,464.220025198,psycho,bouton 1,bouton 2,French,black,32.0,F,right,25.0,50.0,4000.0,NA,50.0,50.0,psycho,NA,8.0,washingbrush,NA,NA,8.0,asymm_kitchen_washingbrush,no,3.0,NA,0.0,NA,1.0,2.0,NA,left,NA,NA,NA,NA,legacy,3.0,yes,180.0,240.0,NA,experiment,0.0,even,asymm,legacy,NA,NA,NA,NA,NA,NA,NA,NA,NA,2124.33695793,NA,NA,NA,NA,NA,NA,NA,NA,NA,2500.0,Orientation effect,NA,108.0,lower,1024.0,24.7741455651,-24.7741455651,384.0,0.0,384.0,-212.0,-7.0,correction awayHandle,-95.0,209.0,-0.538752362949,4.82307692308,0.538752362949,91.6,-39.0,201.0,-0.221172022684,4.63846153846,0.221172022684,461.2,-46.0,206.0,-0.260869565217,4.75384615385,0.260869565217,2327.1,simulation,1.0,_left,True,004C,right__
NA,NA,control,NA,white,2.0,6.0,NA,NA,psycho,kitchen,no,no,NA,incompatible,0.0,NA,relative,2.0,bouton 2,1.0,bouton 1,1.0,0.0,0.0,1.0,1.0,143.0,143.0,0.0,0.0,143.0,0.0,1.0,143.0,0.0,0.0,0.0,143.0,1.0,0.0,143.0,85.0,NA,Logs experimental data,150.0,NA,0.0,no,no,mono,no,18.0,NA,black,zero,right,768.0,NA,466.043551886,psycho,bouton 1,bouton 2,French,black,32.0,C,control,25.0,50.0,4000.0,NA,50.0,50.0,psycho,NA,8.0,fork,NA,NA,8.0,asymm_kitchen_fork,no,3.0,NA,0.0,NA,1.0,2.0,NA,left,NA,NA,NA,NA,legacy,3.0,yes,180.0,240.0,NA,experiment,0.0,even,asymm,legacy,NA,NA,NA,NA,NA,NA,NA,NA,NA,2124.33695793,NA,NA,NA,NA,NA,NA,NA,NA,NA,2500.0,Orientation effect,NA,108.0,lower,1024.0,-32.1684136693,32.1684136693,384.0,0.0,384.0,-232.0,-7.0,correction awayHandle,112.0,235.0,0.598930481283,7.26804123711,0.598930481283,93.2,-12.0,234.0,-0.0641711229947,7.23711340206,-0.0641711229947,200.1,62.0,218.0,0.331550802139,6.74226804124,0.331550802139,1660.8,simulation,1.0,control,True,004C,left__
NA,NA,overlap,NA,white,2.0,6.0,NA,NA,psycho,garage,no,no,NA,compatible,0.0,NA,relative,2.0,bouton 2,1.0,bouton 1,2.0,0.0,0.0,1.0,1.0,144.0,144.0,0.0,0.0,144.0,0.0,1.0,144.0,0.0,0.0,0.0,144.0,1.0,0.0,144.0,85.0,NA,Logs experimental data,150.0,NA,0.0,no,no,mono,no,18.0,NA,black,overlap,right,768.0,NA,392.26514042,psycho,bouton 1,bouton 2,French,black,32.0,E,left,25.0,50.0,4000.0,NA,50.0,50.0,psycho,NA,8.0,hammer,NA,NA,10.0,asymm_garage_hammer,no,4.0,NA,0.0,NA,1.0,2.0,NA,right,NA,NA,NA,NA,legacy,3.0,yes,180.0,240.0,NA,experiment,0.0,even,asymm,legacy,NA,NA,NA,NA,NA,NA,NA,NA,NA,2124.33695793,NA,NA,NA,NA,NA,NA,NA,NA,NA,2500.0,Orientation effect,NA,108.0,lower,1024.0,-34.1420391711,34.1420391711,384.0,0.0,384.0,-221.0,-7.0,correction awayHandle,7.0,225.0,0.0422535211268,3.49740932642,0.0422535211268,218.4,84.0,227.0,0.507042253521,3.52849740933,0.507042253521,635.1,,,,,,,simulation,1.0,right,True,004C,left__
NA,NA,overlap,NA,white,2.0,6.0,NA,NA,psycho,kitchen,no,no,NA,incompatible,0.0,NA,relative,2.0,bouton 2,1.0,bouton 1,1.0,0.0,0.0,1.0,1.0,146.0,146.0,0.0,0.0,146.0,0.0,1.0,146.0,0.0,0.0,0.0,146.0,1.0,0.0,146.0,85.0,NA,Logs experimental data,150.0,NA,0.0,no,no,mono,no,18.0,NA,black,overlap,right,768.0,NA,358.140857333,psycho,bouton 1,bouton 2,French,black,32.0,E,left,25.0,50.0,4000.0,NA,50.0,50.0,psycho,NA,8.0,sharpeningsteel,NA,NA,7.0,asymm_kitchen_sharpeningsteel,no,2.0,NA,0.0,NA,1.0,2.0,NA,left,NA,NA,NA,NA,legacy,3.0,yes,180.0,240.0,NA,experiment,0.0,even,asymm,legacy,NA,NA,NA,NA,NA,NA,NA,NA,NA,2124.33695793,NA,NA,NA,NA,NA,NA,NA,NA,NA,2500.0,Orientation effect,NA,108.0,upper,1024.0,31.0812605329,-31.0812605329,384.0,0.0,384.0,200.0,5.0,correction towardsHandle,27.0,-208.0,0.148897058824,-8.66666666667,0.148897058824,182.4,-35.0,-190.0,-0.193014705882,-7.91666666667,-0.193014705882,1417.2,4.0,-187.0,0.0220588235294,-7.79166666667,0.0220588235294,3347.9,simulation,1.0,right,True,004C,right__
NA,NA,opposite,NA,white,2.0,6.0,NA,NA,psycho,garage,no,no,NA,compatible,0.0,NA,relative,2.0,bouton 2,1.0,bouton 1,2.0,0.0,0.0,1.0,1.0,147.0,147.0,0.0,0.0,147.0,0.0,1.0,147.0,0.0,0.0,0.0,147.0,1.0,0.0,147.0,85.0,NA,Logs experimental data,150.0,NA,0.0,no,no,mono,no,18.0,NA,black,overlap,right,768.0,NA,364.439574688,psycho,bouton 1,bouton 2,French,black,32.0,D,right,25.0,50.0,4000.0,NA,50.0,50.0,psycho,NA,8.0,mallet,NA,NA,8.0,asymm_garage_mallet,no,3.0,NA,0.0,NA,1.0,2.0,NA,right,NA,NA,NA,NA,legacy,3.0,yes,180.0,240.0,NA,experiment,0.0,even,asymm,legacy,NA,NA,NA,NA,NA,NA,NA,NA,NA,2124.33695793,NA,NA,NA,NA,NA,NA,NA,NA,NA,2500.0,Orientation effect,NA,108.0,upper,1024.0,-38.4177872267,38.4177872267,384.0,0.0,384.0,178.0,5.0,correction awayHandle,-22.0,-175.0,-0.135245901639,-2.625,-0.135245901639,159.0,13.0,-160.0,0.0799180327869,-2.4,0.0799180327869,3929.3,,,,,,,simulation,1.0,_left,True,004C,left__
NA,NA,control,NA,white,2.0,6.0,NA,NA,psycho,garage,no,no,NA,incompatible,0.0,NA,relative,2.0,bouton 2,1.0,bouton 1,2.0,0.0,0.0,1.0,1.0,148.0,148.0,0.0,0.0,148.0,0.0,1.0,148.0,0.0,0.0,0.0,148.0,1.0,0.0,148.0,85.0,NA,Logs experimental data,150.0,NA,0.0,no,no,mono,no,18.0,NA,black,overlap,left,768.0,NA,447.302459968,psycho,bouton 1,bouton 2,French,black,32.0,A,control,25.0,50.0,4000.0,NA,50.0,50.0,psycho,NA,8.0,wrench,NA,NA,9.0,asymm_garage_wrench,no,4.0,NA,0.0,NA,1.0,2.0,NA,right,NA,NA,NA,NA,legacy,3.0,yes,180.0,240.0,NA,experiment,0.0,even,asymm,legacy,NA,NA,NA,NA,NA,NA,NA,NA,NA,2124.33695793,NA,NA,NA,NA,NA,NA,NA,NA,NA,2500.0,Orientation effect,NA,108.0,lower,1024.0,21.1258078553,-21.1258078553,384.0,0.0,384.0,-172.0,-6.0,correction awayHandle,-64.0,176.0,-0.363636363636,5.5,0.363636363636,190.2,26.0,171.0,0.147727272727,5.34375,-0.147727272727,270.7,-20.0,178.0,-0.113636363636,5.5625,0.113636363636,2777.0,simulation,1.0,control,True,004C,right__
NA,NA,overlap,NA,white,2.0,6.0,NA,NA,psycho,garage,no,no,NA,incompatible,0.0,NA,relative,2.0,bouton 2,1.0,bouton 1,2.0,0.0,0.0,1.0,1.0,149.0,149.0,0.0,0.0,149.0,0.0,1.0,149.0,0.0,0.0,0.0,149.0,1.0,0.0,149.0,85.0,NA,Logs experimental data,150.0,NA,0.0,no,no,mono,no,18.0,NA,black,overlap,left,768.0,NA,345.556252819,psycho,bouton 1,bouton 2,French,black,32.0,F,right,25.0,50.0,4000.0,NA,50.0,50.0,psycho,NA,8.0,chisel,NA,NA,9.0,asymm_garage_chisel,no,4.0,NA,0.0,NA,1.0,2.0,NA,right,NA,NA,NA,NA,legacy,3.0,yes,180.0,240.0,NA,experiment,0.0,even,asymm,legacy,NA,NA,NA,NA,NA,NA,NA,NA,NA,2124.33695793,NA,NA,NA,NA,NA,NA,NA,NA,NA,2500.0,Orientation effect,NA,108.0,upper,1024.0,-36.6160641938,36.6160641938,384.0,0.0,384.0,223.0,6.0,correction towardsHandle,-9.0,-224.0,-0.0511363636364,-9.33333333333,0.0511363636364,168.5,13.0,-228.0,0.0738636363636,-9.5,-0.0738636363636,4239.0,,,,,,,simulation,1.0,_left,True,004C,left__
NA,NA,control,NA,white,2.0,6.0,NA,NA,psycho,garage,no,no,NA,compatible,0.0,NA,relative,2.0,bouton 2,1.0,bouton 1,2.0,0.0,0.0,1.0,1.0,151.0,151.0,0.0,0.0,151.0,0.0,1.0,151.0,0.0,0.0,0.0,151.0,1.0,0.0,151.0,85.0,NA,Logs experimental data,150.0,NA,0.0,no,no,mono,no,18.0,NA,black,zero,right,768.0,NA,426.126951232,psycho,bouton 1,bouton 2,French,black,32.0,C,control,25.0,50.0,4000.0,NA,50.0,50.0,psycho,NA,8.0,screwdriver,NA,NA,9.0,asymm_garage_screwdriver,no,3.0,NA,0.0,NA,1.0,2.0,NA,right,NA,NA,NA,NA,legacy,3.0,yes,180.0,240.0,NA,experiment,0.0,even,asymm,legacy,NA,NA,NA,NA,NA,NA,NA,NA,NA,2124.33695793,NA,NA,NA,NA,NA,NA,NA,NA,NA,2500.0,Orientation effect,NA,108.0,upper,1024.0,53.8138704136,-53.8138704136,384.0,0.0,384.0,171.0,5.0,correction towardsHandle,5.0,-178.0,0.0283553875236,-6.59259259259,0.0283553875236,89.2,-70.0,-156.0,-0.396975425331,-5.77777777778,-0.396975425331,455.7,-46.0,-175.0,-0.260869565217,-6.48148148148,-0.260869565217,2235.9,simulation,1.0,control,True,004C,right__
NA,NA,opposite,NA,white,2.0,6.0,NA,NA,psycho,kitchen,no,no,NA,compatible,0.0,NA,relative,2.0,bouton 2,1.0,bouton 1,1.0,0.0,0.0,1.0,1.0,153.0,153.0,0.0,0.0,153.0,0.0,1.0,153.0,0.0,0.0,0.0,153.0,1.0,0.0,153.0,85.0,NA,Logs experimental data,150.0,NA,0.0,no,no,mono,no,18.0,NA,black,zero,left,768.0,NA,376.282685968,psycho,bouton 1,bouton 2,French,black,32.0,B,left,25.0,50.0,4000.0,NA,50.0,50.0,psycho,NA,8.0,spoon,NA,NA,8.0,asymm_kitchen_spoon,no,3.0,NA,0.0,NA,1.0,2.0,NA,left,NA,NA,NA,NA,legacy,3.0,yes,180.0,240.0,NA,experiment,0.0,even,asymm,legacy,NA,NA,NA,NA,NA,NA,NA,NA,NA,2124.33695793,NA,NA,NA,NA,NA,NA,NA,NA,NA,2500.0,Orientation effect,NA,108.0,upper,1024.0,20.2982223524,-20.2982223524,384.0,0.0,384.0,209.0,6.0,correction awayHandle,45.0,-213.0,0.244122965642,-7.88888888889,-0.244122965642,90.3,-3.0,-205.0,-0.0162748643761,-7.59259259259,0.0162748643761,2026.2,11.0,-211.0,0.0596745027125,-7.81481481481,-0.0596745027125,3363.6,simulation,1.0,right,True,004C,right__
NA,NA,control,NA,white,2.0,6.0,NA,NA,psycho,garage,no,no,NA,compatible,0.0,NA,relative,2.0,bouton 2,1.0,bouton 1,2.0,0.0,0.0,1.0,1.0,154.0,154.0,0.0,0.0,154.0,0.0,1.0,154.0,0.0,0.0,0.0,154.0,1.0,0.0,154.0,85.0,NA,Logs experimental data,150.0,NA,0.0,no,no,mono,no,18.0,NA,black,overlap,right,768.0,NA,480.496942903,psycho,bouton 1,bouton 2,French,black,32.0,C,control,25.0,50.0,4000.0,NA,50.0,50.0,psycho,NA,8.0,paintbrush,NA,NA,9.0,asymm_garage_paintbrush,no,4.0,NA,0.0,NA,1.0,2.0,NA,right,NA,NA,NA,NA,legacy,3.0,yes,180.0,240.0,NA,experiment,0.0,even,asymm,legacy,NA,NA,NA,NA,NA,NA,NA,NA,NA,2124.33695793,NA,NA,NA,NA,NA,NA,NA,NA,NA,2500.0,Orientation effect,NA,108.0,upper,1024.0,-33.2045987775,33.2045987775,384.0,0.0,384.0,189.0,5.0,correction awayHandle,-13.0,-192.0,-0.0737240075614,-5.9381443299,-0.0737240075614,178.2,58.0,-190.0,0.328922495274,-5.87628865979,0.328922495274,1036.5,,,,,,,simulation,1.0,control,True,004C,left__
NA,NA,control,NA,white,2.0,6.0,NA,NA,psycho,kitchen,no,no,NA,compatible,0.0,NA,relative,2.0,bouton 2,1.0,bouton 1,1.0,0.0,0.0,1.0,1.0,155.0,155.0,0.0,0.0,155.0,0.0,1.0,155.0,0.0,0.0,0.0,155.0,1.0,0.0,155.0,85.0,NA,Logs experimental data,150.0,NA,0.0,no,no,mono,no,18.0,NA,black,overlap,left,768.0,NA,383.072818731,psycho,bouton 1,bouton 2,French,black,32.0,A,control,25.0,50.0,4000.0,NA,50.0,50.0,psycho,NA,8.0,washingbrush,NA,NA,9.0,asymm_kitchen_washingbrush,no,4.0,NA,0.0,NA,1.0,2.0,NA,left,NA,NA,NA,NA,legacy,3.0,yes,180.0,240.0,NA,experiment,0.0,even,asymm,legacy,NA,NA,NA,NA,NA,NA,NA,NA,NA,2124.33695793,NA,NA,NA,NA,NA,NA,NA,NA,NA,2500.0,Orientation effect,NA,108.0,upper,1024.0,30.890600737,-30.890600737,384.0,0.0,384.0,172.0,5.0,correction awayHandle,33.0,-169.0,0.187145557656,-3.9,-0.187145557656,197.0,-87.0,-173.0,-0.493383742911,-3.99230769231,0.493383742911,309.5,-34.0,-177.0,-0.192816635161,-4.08461538462,0.192816635161,3411.1,simulation,1.0,control,True,004C,right__
NA,NA,opposite,NA,white,2.0,6.0,NA,NA,psycho,kitchen,no,no,NA,incompatible,0.0,NA,relative,2.0,bouton 2,1.0,bouton 1,1.0,0.0,0.0,1.0,1.0,156.0,156.0,0.0,0.0,156.0,0.0,1.0,156.0,0.0,0.0,0.0,156.0,1.0,0.0,156.0,85.0,NA,Logs experimental data,150.0,NA,0.0,no,no,mono,no,18.0,NA,black,overlap,right,768.0,NA,360.454795542,psycho,bouton 1,bouton 2,French,black,32.0,D,right,25.0,50.0,4000.0,NA,50.0,50.0,psycho,NA,8.0,peeler,NA,NA,9.0,asymm_kitchen_peeler,no,4.0,NA,0.0,NA,1.0,2.0,NA,left,NA,NA,NA,NA,legacy,3.0,yes,180.0,240.0,NA,experiment,0.0,even,asymm,legacy,NA,NA,NA,NA,NA,NA,NA,NA,NA,2124.33695793,NA,NA,NA,NA,NA,NA,NA,NA,NA,2500.0,Orientation effect,NA,108.0,upper,1024.0,0.4901505223,-0.4901505223,384.0,0.0,384.0,231.0,6.0,correction awayHandle,-30.0,-219.0,-0.207373271889,-9.95454545455,-0.207373271889,202.6,16.0,-218.0,0.110599078341,-9.90909090909,0.110599078341,3130.1,,,,,,,simulation,1.0,_left,True,004C,right__
NA,NA,control,NA,white,2.0,6.0,NA,NA,psycho,garage,no,no,NA,compatible,0.0,NA,relative,2.0,bouton 2,1.0,bouton 1,2.0,0.0,0.0,1.0,1.0,157.0,157.0,0.0,0.0,157.0,0.0,1.0,157.0,0.0,0.0,0.0,157.0,1.0,0.0,157.0,85.0,NA,Logs experimental data,150.0,NA,0.0,no,no,mono,no,18.0,NA,black,overlap,right,768.0,NA,497.112420561,psycho,bouton 1,bouton 2,French,black,32.0,C,control,25.0,50.0,4000.0,NA,50.0,50.0,psycho,NA,8.0,chisel2,NA,NA,9.0,asymm_garage_chisel2,no,4.0,NA,0.0,NA,1.0,2.0,NA,right,NA,NA,NA,NA,legacy,3.0,yes,180.0,240.0,NA,experiment,0.0,even,asymm,legacy,NA,NA,NA,NA,NA,NA,NA,NA,NA,2124.33695793,NA,NA,NA,NA,NA,NA,NA,NA,NA,2500.0,Orientation effect,NA,108.0,lower,1024.0,1.2057513206,-1.2057513206,384.0,0.0,384.0,-210.0,-7.0,correction awayHandle,12.0,206.0,0.0692307692308,7.02272727273,0.0692307692308,172.5,66.0,208.0,0.380769230769,7.09090909091,0.380769230769,2073.2,-25.0,211.0,-0.144230769231,7.19318181818,-0.144230769231,3170.1,simulation,1.0,control,True,004C,right__
